-2.596008E+1	4.150000E-5	5.550000E-5	0.000000E+0
-2.596708E+1	-2.750000E-5	2.000000E-5	4.669933E-2
-2.597408E+1	-2.700000E-5	3.550000E-5	9.339865E-2
-2.598108E+1	8.200000E-5	-1.690000E-4	1.400980E-1
-2.598808E+1	-1.005000E-4	3.350000E-5	1.867973E-1
-2.599508E+1	-6.950000E-5	4.500000E-6	2.334966E-1
-2.600208E+1	4.300000E-5	-5.100000E-5	2.801960E-1
-2.600908E+1	4.800000E-5	-6.800000E-5	3.268953E-1
-2.601608E+1	-1.165000E-4	1.555000E-4	3.735946E-1
-2.602308E+1	5.450000E-5	-5.400000E-5	4.202939E-1
-2.603008E+1	-5.350000E-5	1.305000E-4	4.669932E-1
-2.603708E+1	-2.350000E-5	-1.525000E-4	5.136926E-1
-2.604408E+1	2.000000E-6	-3.050000E-5	5.603919E-1
-2.605108E+1	-5.500000E-6	-4.250000E-5	6.070912E-1
-2.605808E+1	1.900000E-5	-5.050000E-5	6.537905E-1
-2.606508E+1	1.750000E-5	-1.150000E-5	7.004899E-1
-2.607208E+1	4.500000E-5	-2.000000E-5	7.471892E-1
-2.607908E+1	6.250000E-5	-2.085000E-4	7.938885E-1
-2.608608E+1	-3.450000E-5	5.500000E-6	8.405879E-1
-2.609308E+1	1.135000E-4	-2.270000E-4	8.872872E-1
-2.610008E+1	5.650000E-5	-1.305000E-4	9.339865E-1
-2.610708E+1	-1.190000E-4	1.285000E-4	9.806858E-1
-2.611408E+1	-6.100000E-5	-3.450000E-5	1.027385E+0
-2.612108E+1	-5.650000E-5	-2.550000E-5	1.074085E+0
-2.612808E+1	2.850000E-5	-5.350000E-5	1.120784E+0
-2.613508E+1	-9.300000E-5	1.760000E-4	1.167483E+0
-2.614208E+1	-1.390000E-4	2.100000E-4	1.214182E+0
-2.614908E+1	7.550000E-5	-7.700000E-5	1.260882E+0
-2.615608E+1	-7.000000E-6	-8.250000E-5	1.307581E+0
-2.616308E+1	1.600000E-5	-1.400000E-4	1.354280E+0
-2.617008E+1	-1.625000E-4	1.485000E-4	1.400980E+0
-2.617708E+1	3.450000E-5	-1.380000E-4	1.447679E+0
-2.618408E+1	-7.050000E-5	8.150000E-5	1.494378E+0
-2.619108E+1	3.400000E-5	-4.100000E-5	1.541078E+0
-2.619808E+1	-4.450000E-5	3.300000E-5	1.587777E+0
-2.620508E+1	-1.340000E-4	1.250000E-4	1.634476E+0
-2.621208E+1	-6.000000E-6	-1.595000E-4	1.681176E+0
-2.621908E+1	-8.000000E-6	-2.550000E-5	1.727875E+0
-2.622608E+1	3.000000E-6	1.500000E-5	1.774574E+0
-2.623308E+1	1.000000E-6	-1.700000E-5	1.821274E+0
-2.624008E+1	1.170000E-4	-3.400000E-5	1.867973E+0
-2.624708E+1	1.190000E-4	-1.060000E-4	1.914672E+0
-2.625408E+1	5.050000E-5	-1.500000E-6	1.961372E+0
-2.626108E+1	-6.900000E-5	1.055000E-4	2.008071E+0
-2.626808E+1	3.000000E-5	1.000000E-6	2.054770E+0
-2.627508E+1	-1.490000E-4	2.525000E-4	2.101470E+0
-2.628208E+1	1.700000E-5	-1.460000E-4	2.148169E+0
-2.628908E+1	-2.700000E-5	8.850000E-5	2.194868E+0
-2.629608E+1	-1.075000E-4	4.450000E-5	2.241568E+0
-2.630308E+1	-2.000000E-6	1.400000E-4	2.288267E+0
-2.631008E+1	5.950000E-5	-3.650000E-5	2.334966E+0
-2.631708E+1	-2.200000E-5	-4.050000E-5	2.381665E+0
-2.632408E+1	-3.800000E-5	-1.750000E-5	2.428365E+0
-2.633108E+1	8.400000E-5	-1.990000E-4	2.475064E+0
-2.633808E+1	8.200000E-5	-5.200000E-5	2.521764E+0
-2.634508E+1	2.450000E-5	-2.200000E-5	2.568463E+0
-2.635208E+1	-2.350000E-5	-1.650000E-5	2.615162E+0
-2.635908E+1	-1.395000E-4	-5.000000E-7	2.661861E+0
-2.636608E+1	7.150000E-5	8.500000E-6	2.708561E+0
-2.637308E+1	-2.450000E-5	4.100000E-5	2.755260E+0
-2.638008E+1	-1.400000E-5	-9.450000E-5	2.801960E+0
-2.638708E+1	7.650000E-5	-1.415000E-4	2.848659E+0
-2.639408E+1	-5.350000E-5	-2.900000E-5	2.895358E+0
-2.640108E+1	9.100000E-5	-5.800000E-5	2.942057E+0
-2.640808E+1	-4.000000E-6	-2.000000E-6	2.988757E+0
-2.641508E+1	-3.150000E-5	7.650000E-5	3.035456E+0
