-2.596008E+1	1.350000E-5	-2.850000E-5	0.000000E+0
-2.596708E+1	-3.600000E-5	1.500000E-5	4.669933E-2
-2.597408E+1	5.650000E-5	-2.400000E-5	9.339865E-2
-2.598108E+1	8.850000E-5	-6.850000E-5	1.400980E-1
-2.598808E+1	1.525000E-4	-1.895000E-4	1.867973E-1
-2.599508E+1	2.000000E-6	-8.850000E-5	2.334966E-1
-2.600208E+1	3.150000E-5	9.500000E-6	2.801960E-1
-2.600908E+1	5.100000E-5	-1.365000E-4	3.268953E-1
-2.601608E+1	2.400000E-5	2.050000E-5	3.735946E-1
-2.602308E+1	6.000000E-6	1.650000E-5	4.202939E-1
-2.603008E+1	5.350000E-5	-7.300000E-5	4.669932E-1
-2.603708E+1	-9.500000E-6	1.455000E-4	5.136926E-1
-2.604408E+1	-4.700000E-5	-2.500000E-5	5.603919E-1
-2.605108E+1	4.500000E-5	-1.170000E-4	6.070912E-1
-2.605808E+1	-9.550000E-5	1.080000E-4	6.537905E-1
-2.606508E+1	-4.700000E-5	4.500000E-6	7.004899E-1
-2.607208E+1	9.700000E-5	-8.850000E-5	7.471892E-1
-2.607908E+1	4.300000E-5	-6.850000E-5	7.938885E-1
-2.608608E+1	-4.150000E-5	-4.950000E-5	8.405879E-1
-2.609308E+1	-8.300000E-5	8.200000E-5	8.872872E-1
-2.610008E+1	-4.000000E-6	-3.500000E-6	9.339865E-1
-2.610708E+1	3.550000E-5	1.300000E-5	9.806858E-1
-2.611408E+1	1.300000E-5	-2.800000E-5	1.027385E+0
-2.612108E+1	-3.650000E-5	1.225000E-4	1.074085E+0
-2.612808E+1	-1.000000E-5	-4.550000E-5	1.120784E+0
-2.613508E+1	-3.300000E-5	4.950000E-5	1.167483E+0
-2.614208E+1	1.220000E-4	-1.355000E-4	1.214182E+0
-2.614908E+1	-2.550000E-5	1.100000E-5	1.260882E+0
-2.615608E+1	-7.400000E-5	3.500000E-6	1.307581E+0
-2.616309E+1	2.550000E-5	-2.900000E-5	1.354280E+0
-2.617009E+1	-6.300000E-5	1.380000E-4	1.400980E+0
-2.617709E+1	3.100000E-5	-1.200000E-5	1.447679E+0
-2.618409E+1	-6.000000E-6	-6.100000E-5	1.494378E+0
-2.619109E+1	-4.200000E-5	1.010000E-4	1.541078E+0
-2.619809E+1	-9.000000E-5	6.400000E-5	1.587777E+0
-2.620509E+1	5.550000E-5	-1.700000E-5	1.634476E+0
-2.621209E+1	2.800000E-5	-4.950000E-5	1.681176E+0
-2.621909E+1	4.000000E-6	-5.100000E-5	1.727875E+0
-2.622609E+1	1.890000E-4	-2.205000E-4	1.774574E+0
-2.623309E+1	-3.200000E-5	4.800000E-5	1.821274E+0
-2.624009E+1	1.400000E-5	8.100000E-5	1.867973E+0
-2.624709E+1	-2.850000E-5	1.090000E-4	1.914672E+0
-2.625409E+1	7.900000E-5	-2.295000E-4	1.961372E+0
-2.626109E+1	1.155000E-4	-1.100000E-4	2.008071E+0
-2.626809E+1	-5.250000E-5	2.800000E-5	2.054770E+0
-2.627509E+1	7.200000E-5	-5.100000E-5	2.101470E+0
-2.628209E+1	-5.050000E-5	2.300000E-5	2.148169E+0
-2.628909E+1	5.000000E-5	-1.450000E-5	2.194868E+0
-2.629609E+1	-1.550000E-5	7.800000E-5	2.241568E+0
-2.630309E+1	8.550000E-5	-1.865000E-4	2.288267E+0
-2.631009E+1	7.050000E-5	2.350000E-5	2.334966E+0
-2.631709E+1	7.350000E-5	-2.285000E-4	2.381665E+0
-2.632409E+1	4.450000E-5	-8.500000E-6	2.428365E+0
-2.633109E+1	4.150000E-5	-2.350000E-5	2.475064E+0
-2.633809E+1	-6.850000E-5	9.300000E-5	2.521764E+0
-2.634509E+1	1.600000E-5	-2.850000E-5	2.568463E+0
-2.635209E+1	-6.750000E-5	1.330000E-4	2.615162E+0
-2.635909E+1	-1.650000E-5	1.350000E-5	2.661861E+0
-2.636609E+1	1.320000E-4	-1.400000E-4	2.708561E+0
-2.637309E+1	8.800000E-5	4.400000E-5	2.755260E+0
-2.638008E+1	6.550000E-5	-1.365000E-4	2.801960E+0
-2.638708E+1	7.000000E-5	-1.200000E-4	2.848659E+0
-2.639408E+1	-5.450000E-5	8.900000E-5	2.895358E+0
-2.640108E+1	4.500000E-5	-5.350000E-5	2.942057E+0
-2.640808E+1	1.100000E-4	-1.910000E-4	2.988757E+0
-2.641508E+1	1.075000E-4	-3.650000E-5	3.035456E+0
-2.642208E+1	7.200000E-5	3.000000E-6	3.082155E+0
-2.642908E+1	-6.750000E-5	1.100000E-5	3.128855E+0
-2.643608E+1	-2.050000E-5	8.500000E-5	3.175554E+0
-2.644308E+1	-5.800000E-5	1.885000E-4	3.222253E+0
-2.645008E+1	6.700000E-5	-9.100000E-5	3.268953E+0
-2.645708E+1	-4.500000E-6	1.095000E-4	3.315652E+0
-2.646408E+1	1.175000E-4	-6.900000E-5	3.362351E+0
-2.647108E+1	1.660000E-4	-2.055000E-4	3.409051E+0
-2.647808E+1	5.000000E-7	-2.800000E-5	3.455750E+0
-2.648508E+1	5.850000E-5	2.750000E-5	3.502449E+0
-2.649208E+1	6.200000E-5	-5.800000E-5	3.549149E+0
-2.649908E+1	3.500000E-6	1.375000E-4	3.595848E+0
-2.650608E+1	2.500000E-5	1.500000E-6	3.642547E+0
-2.651308E+1	-2.100000E-5	7.550000E-5	3.689247E+0
