2.299994E+1	8.745000E-4	-1.960000E-5	0.000000E+0	-2.299994E+1
2.279993E+1	8.688000E-4	-1.320000E-5	1.334266E+0	-2.279993E+1
2.259994E+1	8.729000E-4	-1.900000E-6	2.668533E+0	-2.259994E+1
2.239993E+1	8.580000E-4	2.000000E-6	4.002800E+0	-2.239993E+1
2.219994E+1	8.529000E-4	-1.030000E-5	5.337066E+0	-2.219994E+1
2.199994E+1	8.620000E-4	-1.030000E-5	6.671332E+0	-2.199994E+1
2.179993E+1	8.455000E-4	-1.700000E-5	8.005599E+0	-2.179993E+1
2.159994E+1	8.676000E-4	-1.150000E-5	9.339865E+0	-2.159994E+1
2.139993E+1	8.485000E-4	-1.470000E-5	1.067413E+1	-2.139993E+1
2.119994E+1	8.618000E-4	-3.490000E-5	1.200840E+1	-2.119994E+1
2.099994E+1	8.563000E-4	-1.560000E-5	1.334266E+1	-2.099994E+1
2.079993E+1	8.685000E-4	-1.120000E-5	1.467693E+1	-2.079993E+1
2.059994E+1	8.389000E-4	-9.100000E-6	1.601120E+1	-2.059994E+1
2.039993E+1	8.482000E-4	-2.700000E-5	1.734546E+1	-2.039993E+1
2.019994E+1	8.623000E-4	-8.000000E-6	1.867973E+1	-2.019994E+1
1.999994E+1	8.405000E-4	-1.590000E-5	2.001400E+1	-1.999994E+1
1.979993E+1	8.440000E-4	-1.550000E-5	2.134826E+1	-1.979993E+1
1.959994E+1	8.436000E-4	-2.300000E-5	2.268253E+1	-1.959994E+1
1.939993E+1	8.463000E-4	-1.260000E-5	2.401680E+1	-1.939993E+1
1.919994E+1	8.611000E-4	-8.300000E-6	2.535106E+1	-1.919994E+1
1.899994E+1	8.374000E-4	-2.200000E-5	2.668533E+1	-1.899994E+1
1.879993E+1	8.507000E-4	-1.050000E-5	2.801959E+1	-1.879993E+1
1.859994E+1	8.519000E-4	-1.650000E-5	2.935386E+1	-1.859994E+1
1.839993E+1	8.369000E-4	-1.100000E-5	3.068813E+1	-1.839993E+1
1.819994E+1	8.409000E-4	-2.760000E-5	3.202240E+1	-1.819994E+1
1.799994E+1	8.472000E-4	7.500000E-6	3.335666E+1	-1.799994E+1
1.779993E+1	8.555000E-4	-1.670000E-5	3.469093E+1	-1.779993E+1
1.759994E+1	8.572000E-4	-2.110000E-5	3.602519E+1	-1.759994E+1
1.739993E+1	8.750000E-4	-1.960000E-5	3.735946E+1	-1.739993E+1
1.719994E+1	8.713000E-4	-2.740000E-5	3.869373E+1	-1.719994E+1
1.699994E+1	8.556000E-4	5.200000E-6	4.002799E+1	-1.699994E+1
1.679993E+1	8.571000E-4	-2.000000E-5	4.136226E+1	-1.679993E+1
1.659994E+1	8.549000E-4	-1.070000E-5	4.269653E+1	-1.659994E+1
1.639993E+1	8.632000E-4	-1.240000E-5	4.403079E+1	-1.639993E+1
1.619994E+1	8.800000E-4	1.320000E-5	4.536506E+1	-1.619994E+1
1.599994E+1	8.564000E-4	-2.800000E-6	4.669933E+1	-1.599994E+1
1.579994E+1	8.745000E-4	-1.360000E-5	4.803359E+1	-1.579994E+1
1.559993E+1	8.641000E-4	-1.070000E-5	4.936786E+1	-1.559993E+1
1.539993E+1	8.599000E-4	-1.580000E-5	5.070213E+1	-1.539993E+1
1.519993E+1	8.596000E-4	-9.700000E-6	5.203639E+1	-1.519993E+1
1.499994E+1	8.649000E-4	-1.920000E-5	5.337066E+1	-1.499994E+1
1.479994E+1	8.667000E-4	-2.610000E-5	5.470493E+1	-1.479994E+1
1.459993E+1	8.618000E-4	-4.400000E-5	5.603919E+1	-1.459993E+1
1.439993E+1	8.668000E-4	-1.160000E-5	5.737346E+1	-1.439993E+1
1.419993E+1	8.685000E-4	-5.600000E-6	5.870772E+1	-1.419993E+1
1.399994E+1	8.562000E-4	-5.000000E-6	6.004199E+1	-1.399994E+1
1.379994E+1	8.550000E-4	4.100000E-6	6.137626E+1	-1.379994E+1
1.359993E+1	8.524000E-4	1.000000E-5	6.271052E+1	-1.359993E+1
1.339993E+1	8.600000E-4	9.100000E-6	6.404479E+1	-1.339993E+1
1.319993E+1	8.626000E-4	-1.540000E-5	6.537906E+1	-1.319993E+1
1.299994E+1	8.651000E-4	-2.050000E-5	6.671332E+1	-1.299994E+1
1.279994E+1	8.665000E-4	-1.280000E-5	6.804758E+1	-1.279994E+1
1.259993E+1	8.740000E-4	-1.160000E-5	6.938185E+1	-1.259993E+1
1.239993E+1	8.594000E-4	-7.300000E-6	7.071612E+1	-1.239993E+1
1.219993E+1	8.642000E-4	-1.810000E-5	7.205038E+1	-1.219993E+1
1.199994E+1	8.790000E-4	4.400000E-6	7.338465E+1	-1.199994E+1
1.179994E+1	8.894000E-4	-1.000000E-5	7.471892E+1	-1.179994E+1
1.159993E+1	8.598000E-4	2.800000E-6	7.605318E+1	-1.159993E+1
1.139993E+1	8.705000E-4	-9.500000E-6	7.738745E+1	-1.139993E+1
1.119993E+1	8.614000E-4	-2.340000E-5	7.872172E+1	-1.119993E+1
1.099994E+1	8.664000E-4	-1.370000E-5	8.005598E+1	-1.099994E+1
1.079994E+1	8.595000E-4	-3.540000E-5	8.139025E+1	-1.079994E+1
1.059993E+1	8.634000E-4	-3.900000E-6	8.272452E+1	-1.059993E+1
1.039993E+1	8.750000E-4	-1.200000E-5	8.405878E+1	-1.039993E+1
1.019993E+1	8.630000E-4	2.100000E-6	8.539305E+1	-1.019993E+1
9.999935E+0	8.457000E-4	9.600000E-6	8.672732E+1	-9.999935E+0
