6.969994E+1	-7.451515E-5	9.480533E-14
6.969295E+1	2.251515E-4	4.669933E-2
6.968594E+1	6.125151E-4	9.339865E-2
6.967895E+1	9.644545E-4	1.400980E-1
6.967194E+1	1.134636E-3	1.867973E-1
6.966495E+1	1.102485E-3	2.334966E-1
6.965794E+1	8.671212E-4	2.801960E-1
6.965095E+1	4.975757E-4	3.268953E-1
6.964394E+1	1.122121E-4	3.735946E-1
6.963695E+1	-2.071212E-4	4.202939E-1
6.962994E+1	-3.751212E-4	4.669932E-1
6.962295E+1	-4.063939E-4	5.136926E-1
6.961594E+1	-3.298485E-4	5.603919E-1
6.960895E+1	-2.152121E-4	6.070912E-1
6.960194E+1	-1.018788E-4	6.537905E-1
6.959495E+1	-6.630303E-5	7.004899E-1
