6.249995E+1	-2.641667E-5	0.000000E+0
6.249295E+1	4.141667E-5	4.669933E-2
6.248595E+1	3.358333E-5	9.339865E-2
6.247895E+1	7.500000E-7	1.400980E-1
6.247195E+1	1.425000E-5	1.867973E-1
6.246495E+1	-2.716667E-5	2.334966E-1
6.245795E+1	-3.975000E-5	2.801960E-1
6.245095E+1	-1.105833E-4	3.268953E-1
6.244395E+1	-1.122500E-4	3.735946E-1
6.243695E+1	-1.515000E-4	4.202939E-1
6.242995E+1	-1.975833E-4	4.669932E-1
6.242295E+1	-2.651667E-4	5.136926E-1
6.241595E+1	-2.807500E-4	5.603919E-1
6.240895E+1	-2.855000E-4	6.070912E-1
6.240195E+1	-2.454167E-4	6.537905E-1
6.239495E+1	-1.342500E-4	7.004899E-1
6.238795E+1	1.008333E-4	7.471892E-1
6.238095E+1	4.115000E-4	7.938885E-1
6.237395E+1	6.821667E-4	8.405879E-1
6.236695E+1	9.161666E-4	8.872872E-1
6.235995E+1	9.030834E-4	9.339865E-1
6.235295E+1	6.725834E-4	9.806858E-1
6.234595E+1	3.470000E-4	1.027385E+0
6.233895E+1	-5.641667E-5	1.074085E+0
6.233195E+1	-3.591667E-4	1.120784E+0
6.232495E+1	-5.100000E-4	1.167483E+0
6.231795E+1	-4.195833E-4	1.214182E+0
6.231095E+1	-1.799167E-4	1.260882E+0
6.230395E+1	6.133333E-5	1.307581E+0
6.229695E+1	2.610833E-4	1.354280E+0
6.228995E+1	3.074167E-4	1.400980E+0
6.228295E+1	1.791667E-4	1.447679E+0
6.227595E+1	7.666667E-6	1.494378E+0
6.226895E+1	-2.130833E-4	1.541078E+0
6.226195E+1	-3.235000E-4	1.587777E+0
6.225495E+1	-2.850000E-4	1.634476E+0
6.224795E+1	-1.626667E-4	1.681176E+0
6.224095E+1	-3.333333E-5	1.727875E+0
6.223395E+1	9.841667E-5	1.774574E+0
6.222695E+1	1.449167E-4	1.821274E+0
6.221995E+1	9.050000E-5	1.867973E+0
6.221295E+1	2.175000E-5	1.914672E+0
6.220595E+1	-8.008334E-5	1.961372E+0
6.219895E+1	-1.321667E-4	2.008071E+0
6.219195E+1	-9.141667E-5	2.054770E+0
6.218495E+1	-1.074167E-4	2.101470E+0
6.217795E+1	-3.033333E-5	2.148169E+0
