-7.550000E+1	-8.344000E-3	2.180800E-2	2.475000E-5	1.650000E-6	0.000000E+0
-7.549500E+1	-8.344000E-3	2.180820E-2	2.715000E-5	-8.000000E-7	3.335666E-2
-7.549000E+1	-8.345550E-3	2.181210E-2	2.900000E-5	-2.000000E-7	6.671332E-2
-7.548500E+1	-8.344500E-3	2.180975E-2	3.145000E-5	-1.450000E-6	1.000700E-1
-7.548000E+1	-8.343650E-3	2.180700E-2	3.760000E-5	8.000000E-7	1.334266E-1
-7.547500E+1	-8.342000E-3	2.180285E-2	4.380000E-5	1.000000E-6	1.667833E-1
-7.547000E+1	-8.342000E-3	2.180315E-2	4.815000E-5	1.700000E-6	2.001400E-1
-7.546500E+1	-8.342000E-3	2.180230E-2	5.400000E-5	1.000000E-6	2.334966E-1
-7.546000E+1	-8.343000E-3	2.180545E-2	6.240000E-5	0.000000E+0	2.668533E-1
-7.545500E+1	-8.343750E-3	2.180780E-2	7.015000E-5	2.200000E-6	3.002099E-1
-7.545000E+1	-8.344700E-3	2.181015E-2	7.860000E-5	2.100000E-6	3.335666E-1
-7.544500E+1	-8.341600E-3	2.180205E-2	8.590000E-5	4.300000E-6	3.669233E-1
-7.544000E+1	-8.341400E-3	2.180160E-2	9.465000E-5	4.150000E-6	4.002799E-1
-7.543500E+1	-8.343000E-3	2.180505E-2	1.000500E-4	3.700000E-6	4.336366E-1
-7.543000E+1	-8.343000E-3	2.180600E-2	1.021500E-4	4.650000E-6	4.669932E-1
-7.542500E+1	-8.343000E-3	2.180435E-2	1.055000E-4	5.250000E-6	5.003499E-1
-7.542000E+1	-8.341650E-3	2.180235E-2	1.109000E-4	5.050000E-6	5.337065E-1
-7.541500E+1	-8.340950E-3	2.180005E-2	1.143500E-4	6.400000E-6	5.670632E-1
-7.541000E+1	-8.340000E-3	2.179720E-2	1.162500E-4	6.850000E-6	6.004199E-1
-7.540500E+1	-8.340000E-3	2.179700E-2	1.139500E-4	5.950000E-6	6.337765E-1
-7.540000E+1	-8.340000E-3	2.179720E-2	1.114000E-4	5.600000E-6	6.671332E-1
-7.539500E+1	-8.340500E-3	2.179920E-2	1.087500E-4	3.550000E-6	7.004899E-1
-7.539000E+1	-8.342450E-3	2.180380E-2	1.049000E-4	4.200000E-6	7.338465E-1
-7.538500E+1	-8.343000E-3	2.180525E-2	9.760000E-5	5.000000E-6	7.672032E-1
-7.538000E+1	-8.344000E-3	2.180785E-2	8.830000E-5	4.750000E-6	8.005599E-1
-7.537500E+1	-8.343550E-3	2.180670E-2	8.025000E-5	3.150000E-6	8.339165E-1
-7.537000E+1	-8.342850E-3	2.180440E-2	7.200000E-5	4.500000E-6	8.672732E-1
-7.536500E+1	-8.343000E-3	2.180580E-2	6.090000E-5	2.850000E-6	9.006298E-1
-7.536000E+1	-8.341650E-3	2.180230E-2	5.145000E-5	8.500000E-7	9.339865E-1
-7.535500E+1	-8.343100E-3	2.180570E-2	4.560000E-5	1.000000E-6	9.673432E-1
-7.535000E+1	-8.343000E-3	2.180545E-2	3.735000E-5	1.300000E-6	1.000700E+0
-7.534500E+1	-8.343000E-3	2.180500E-2	2.885000E-5	-1.200000E-6	1.034056E+0
-7.534000E+1	-8.343750E-3	2.180775E-2	2.010000E-5	5.000000E-8	1.067413E+0
-7.533500E+1	-8.345000E-3	2.181075E-2	1.305000E-5	-2.000000E-7	1.100770E+0
-7.533000E+1	-8.345000E-3	2.181135E-2	8.650000E-6	-1.050000E-6	1.134126E+0
-7.532500E+1	-8.345000E-3	2.181005E-2	4.350000E-6	5.000000E-7	1.167483E+0
-7.532000E+1	-8.344900E-3	2.181065E-2	3.800000E-6	-1.550000E-6	1.200840E+0
-7.531500E+1	-8.343300E-3	2.180625E-2	1.500000E-6	-2.900000E-6	1.234196E+0
-7.531000E+1	-8.340350E-3	2.179930E-2	2.000000E-6	-9.000000E-7	1.267553E+0
-7.530500E+1	-8.340000E-3	2.179845E-2	1.150000E-6	-1.100000E-6	1.300910E+0
-7.530000E+1	-8.340700E-3	2.179945E-2	3.000000E-6	-1.700000E-6	1.334266E+0
-7.529500E+1	-8.341950E-3	2.180270E-2	5.350000E-6	-1.100000E-6	1.367623E+0
-7.529000E+1	-8.343000E-3	2.180505E-2	5.300000E-6	-1.600000E-6	1.400980E+0
-7.528500E+1	-8.343750E-3	2.180740E-2	3.300000E-6	-1.750000E-6	1.434336E+0
-7.528000E+1	-8.344650E-3	2.181005E-2	4.400000E-6	-2.250000E-6	1.467693E+0
-7.527500E+1	-8.346000E-3	2.181205E-2	2.800000E-6	-9.000000E-7	1.501050E+0
-7.527000E+1	-8.346000E-3	2.181265E-2	-1.900000E-6	-4.500000E-7	1.534406E+0
-7.526500E+1	-8.344750E-3	2.181030E-2	-3.150000E-6	-5.500000E-7	1.567763E+0
-7.526000E+1	-8.344850E-3	2.181060E-2	-9.400000E-6	-1.800000E-6	1.601120E+0
-7.525500E+1	-8.345300E-3	2.181130E-2	-1.490000E-5	-1.000000E-6	1.634476E+0
-7.525000E+1	-8.343300E-3	2.180645E-2	-1.885000E-5	-1.000000E-6	1.667833E+0
-7.524500E+1	-8.341950E-3	2.180260E-2	-2.810000E-5	-2.300000E-6	1.701190E+0
-7.524000E+1	-8.342000E-3	2.180260E-2	-3.145000E-5	-2.700000E-6	1.734546E+0
-7.523500E+1	-8.343000E-3	2.180565E-2	-3.930000E-5	-2.000000E-6	1.767903E+0
-7.523000E+1	-8.343300E-3	2.180635E-2	-4.365000E-5	-2.400000E-6	1.801260E+0
-7.522500E+1	-8.343000E-3	2.180470E-2	-5.030000E-5	-5.550000E-6	1.834616E+0
-7.522000E+1	-8.342600E-3	2.180425E-2	-5.635000E-5	-5.000000E-6	1.867973E+0
-7.521500E+1	-8.342000E-3	2.180225E-2	-6.120000E-5	-3.500000E-6	1.901330E+0
-7.521000E+1	-8.341050E-3	2.180115E-2	-6.520000E-5	-4.300000E-6	1.934686E+0
