6.929993E+1	4.677619E-4	0.000000E+0
6.829993E+1	2.901905E-4	6.671332E+0
6.729993E+1	1.225238E-4	1.334266E+1
6.629993E+1	1.291429E-4	2.001400E+1
6.529993E+1	1.434286E-4	2.668533E+1
6.429993E+1	1.617143E-4	3.335666E+1
6.329993E+1	1.720952E-4	4.002799E+1
6.229993E+1	1.774286E-4	4.669933E+1
6.129993E+1	1.864286E-4	5.337066E+1
6.029993E+1	1.984762E-4	6.004199E+1
5.929993E+1	2.034762E-4	6.671332E+1
5.829993E+1	2.062381E-4	7.338465E+1
5.729993E+1	2.166667E-4	8.005598E+1
5.629993E+1	2.336667E-4	8.672732E+1
5.529993E+1	2.312857E-4	9.339865E+1
5.429993E+1	2.350476E-4	1.000700E+2
5.329993E+1	2.246190E-4	1.067413E+2
5.229993E+1	2.375238E-4	1.134126E+2
5.129993E+1	2.478572E-4	1.200840E+2
5.029993E+1	2.403333E-4	1.267553E+2
4.929993E+1	2.394762E-4	1.334266E+2
4.829993E+1	2.540000E-4	1.400980E+2
4.729993E+1	2.626667E-4	1.467693E+2
4.629993E+1	2.521905E-4	1.534406E+2
4.529993E+1	2.498095E-4	1.601120E+2
4.429993E+1	2.621905E-4	1.667833E+2
4.329993E+1	2.667143E-4	1.734546E+2
4.229993E+1	2.642857E-4	1.801260E+2
4.129993E+1	2.718095E-4	1.867973E+2
4.029993E+1	2.643809E-4	1.934686E+2
3.929993E+1	2.690000E-4	2.001400E+2
3.829993E+1	2.699524E-4	2.068113E+2
3.729993E+1	2.860476E-4	2.134826E+2
3.629993E+1	2.915238E-4	2.201540E+2
3.529993E+1	2.665714E-4	2.268253E+2
3.429993E+1	2.740476E-4	2.334966E+2
3.329993E+1	2.833809E-4	2.401680E+2
3.229993E+1	2.841429E-4	2.468393E+2
3.129993E+1	2.851905E-4	2.535106E+2
3.029993E+1	2.871905E-4	2.601819E+2
2.929993E+1	2.815238E-4	2.668533E+2
2.829993E+1	2.882857E-4	2.735246E+2
2.729993E+1	2.865238E-4	2.801960E+2
2.629993E+1	2.879048E-4	2.868673E+2
2.529993E+1	2.871428E-4	2.935386E+2
2.429993E+1	2.881429E-4	3.002100E+2
2.329993E+1	2.948095E-4	3.068813E+2
2.229993E+1	2.908095E-4	3.135526E+2
2.129993E+1	3.053810E-4	3.202239E+2
2.029993E+1	3.007143E-4	3.268953E+2
1.929993E+1	2.962381E-4	3.335666E+2
1.829993E+1	3.029524E-4	3.402379E+2
1.729993E+1	3.095714E-4	3.469093E+2
1.629993E+1	3.086667E-4	3.535806E+2
1.529994E+1	3.090953E-4	3.602519E+2
1.429994E+1	3.145714E-4	3.669233E+2
1.329994E+1	3.192381E-4	3.735946E+2
1.229994E+1	3.164286E-4	3.802659E+2
1.129994E+1	2.986667E-4	3.869373E+2
1.029994E+1	3.201429E-4	3.936086E+2
9.299935E+0	3.141428E-4	4.002799E+2
8.299935E+0	3.163810E-4	4.069513E+2
7.299935E+0	3.212381E-4	4.136226E+2
6.299935E+0	3.296190E-4	4.202939E+2
5.299935E+0	3.144286E-4	4.269653E+2
4.299935E+0	3.179047E-4	4.336366E+2
3.299935E+0	3.211429E-4	4.403079E+2
2.299935E+0	3.179524E-4	4.469792E+2
1.299935E+0	3.271429E-4	4.536506E+2
2.999350E-1	3.195238E-4	4.603219E+2
-7.000650E-1	3.245714E-4	4.669933E+2
-1.700065E+0	3.249524E-4	4.736646E+2
-2.700065E+0	3.209048E-4	4.803359E+2
-3.700065E+0	3.257143E-4	4.870072E+2
-4.700065E+0	3.311905E-4	4.936786E+2
-5.700065E+0	3.326667E-4	5.003499E+2
-6.700065E+0	3.322381E-4	5.070212E+2
-7.700065E+0	3.321429E-4	5.136926E+2
-8.700065E+0	3.303809E-4	5.203639E+2
-9.700065E+0	3.513333E-4	5.270352E+2
-1.070006E+1	3.395238E-4	5.337065E+2
-1.170006E+1	3.376190E-4	5.403779E+2
-1.270006E+1	3.395238E-4	5.470493E+2
-1.370006E+1	3.263333E-4	5.537206E+2
-1.470006E+1	3.200476E-4	5.603919E+2
-1.570006E+1	3.365714E-4	5.670632E+2
-1.670007E+1	3.324762E-4	5.737346E+2
-1.770007E+1	3.419524E-4	5.804059E+2
-1.870007E+1	3.415714E-4	5.870772E+2
-1.970007E+1	3.540952E-4	5.937485E+2
-2.070007E+1	3.494762E-4	6.004199E+2
-2.170007E+1	3.470000E-4	6.070912E+2
-2.270007E+1	3.426191E-4	6.137626E+2
-2.370007E+1	3.534286E-4	6.204339E+2
-2.470007E+1	3.432381E-4	6.271052E+2
-2.570007E+1	3.443333E-4	6.337766E+2
-2.670007E+1	3.411428E-4	6.404479E+2
-2.770007E+1	3.459524E-4	6.471192E+2
